Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
505,2025-03-17 06:33:00,Morning,Bulldozer,BDZ003,13.4,OP1015,56,10,SITE07,"Nagpur, MH",18.24821,75.0479,Digging,2025-03-17 06:33:00,2025-03-17 07:10:06,37.1,Clear,28.9,Good,Uneven,2871.1,6.84,11.06,13,1568.7,225.6,61,2.56,89.2,1937,1,0,Fastened,No,Yes,1,84.3,No
506,2025-03-17 06:51:00,Morning,Bulldozer,BDZ002,3.4,OP1027,51,10.5,SITE01,"Chennai, TN",16.02896,78.12428,Trenching,2025-03-17 06:51:00,2025-03-17 07:44:24,53.4,Cloudy,29.8,Good,Rocky,3690.7,5.05,5.67,11,1917,438.7,56,4.23,95.6,2404.4,0,0,Fastened,No,No,1,84.4,No
507,2025-03-17 08:29:00,Morning,Excavator,EXC004,4,OP1036,43,4.6,SITE01,"Chennai, TN",16.02096,78.13114,Digging,2025-03-17 08:29:00,2025-03-17 09:19:54,50.9,Rain,23.8,Moderate,Muddy,4714.8,7.86,9.27,13,2040.9,301.6,1,3.92,92.8,2289.7,3,1,Unfastened,No,No,1,99.3,Yes
508,2025-03-17 17:49:00,Afternoon,Backhoe Loader,BHL003,10.7,OP1020,26,14.1,SITE03,"Vellore, TN",15.62594,79.19528,Trenching,2025-03-17 17:49:00,2025-03-17 18:06:42,17.7,Cloudy,27.5,Good,Uneven,3047.5,0.93,3.15,8,482.9,296.3,22,4.55,92,2424.6,1,1,Fastened,No,No,3,96.2,No
509,2025-03-17 23:53:00,Night,Bulldozer,BDZ001,3.3,OP1027,51,10.5,SITE01,"Chennai, TN",16.01986,78.12869,Digging,2025-03-17 23:53:00,2025-03-18 00:44:06,51.1,Rain,22.3,Moderate,Uneven,4204.4,4.75,5.58,12,1444.1,364.4,9,2.28,85.4,2543.1,0,1,Fastened,No,No,0,94.9,Yes
510,2025-03-18 01:22:00,Night,Backhoe Loader,BHL003,7.2,OP1003,27,19,SITE03,"Vellore, TN",15.61048,79.20229,Material Transport,2025-03-18 01:22:00,2025-03-18 01:43:42,21.7,Clear,24.7,Good,Muddy,1938.7,7.27,20.1,13,1126.8,48.9,61,1.87,97.3,2572,0,0,Fastened,No,No,1,84.3,No
511,2025-03-18 07:31:00,Morning,Backhoe Loader,BHL001,9.9,OP1006,48,21.5,SITE06,"Pune, MH",10.57981,77.31933,Trenching,2025-03-18 07:31:00,2025-03-18 07:56:48,25.8,Clear,24.9,Good,Muddy,3511,1.24,2.88,10,1796.1,465.5,86,3.04,89.7,2370.2,2,0,Fastened,No,No,2,67.4,No
512,2025-03-18 07:37:00,Morning,Wheel Loader,WLD004,2.3,OP1025,52,17.2,SITE07,"Nagpur, MH",18.24814,75.03348,Material Transport,2025-03-18 07:37:00,2025-03-18 07:58:54,21.9,Clear,30.6,Good,Muddy,2712.7,5.59,15.32,12,788.6,385.3,1,2.52,100.7,2353.1,2,1,Fastened,Yes,No,0,100,No
513,2025-03-18 10:50:00,Morning,Excavator,EXC002,11.6,OP1039,30,5.4,SITE07,"Nagpur, MH",18.23463,75.04715,Leveling,2025-03-18 10:50:00,2025-03-18 11:41:36,51.6,Cloudy,25,Good,Rocky,1575.3,5.59,6.5,5,1720.1,557.9,13,2.59,83.3,2440.7,1,0,Unfastened,No,Yes,3,82.1,Yes
514,2025-03-18 19:32:00,Afternoon,Bulldozer,BDZ003,1.1,OP1017,30,12.4,SITE02,"Coimbatore, TN",14.77343,81.94721,Demolition,2025-03-18 19:32:00,2025-03-18 20:42:54,70.9,Rain,21.5,Moderate,Flat,4094.1,3.71,3.14,12,1546.4,353.6,17,3.66,100.5,2357.7,0,0,Unfastened,No,No,2,100,No
515,2025-03-18 20:19:00,Afternoon,Wheel Loader,WLD003,14.2,OP1010,53,10.2,SITE07,"Nagpur, MH",18.24879,75.04798,Leveling,2025-03-18 20:19:00,2025-03-18 20:53:36,34.6,Extreme Heat,45.8,Good,Flat,4807.3,2.19,3.8,7,973.9,160.9,57,3.72,86.4,2235.4,0,0,Unfastened,No,No,1,79.1,No
516,2025-03-18 21:28:00,Afternoon,Excavator,EXC005,13.8,OP1010,53,10.2,SITE06,"Pune, MH",10.57835,77.3032,Digging,2025-03-18 21:28:00,2025-03-18 22:14:30,46.5,Rain,23.7,Moderate,Uneven,3308.7,5.74,7.41,12,2242.3,0,2,2.75,96.9,2441.8,0,0,Fastened,No,Yes,1,100,No
517,2025-03-19 02:14:00,Night,Wheel Loader,WLD003,8.5,OP1023,52,21.4,SITE05,"Hyderabad, TS",8.37595,77.67441,Digging,2025-03-19 02:14:00,2025-03-19 02:50:36,36.6,Clear,26,Good,Flat,2545.7,2.03,3.33,9,1385.9,86.5,6,2.06,91.6,2369.5,0,1,Fastened,No,No,2,100,No
518,2025-03-19 07:29:00,Morning,Excavator,EXC004,13.7,OP1019,45,18.3,SITE01,"Chennai, TN",16.02655,78.1319,Demolition,2025-03-19 07:29:00,2025-03-19 08:31:42,62.7,Cloudy,25,Good,Sloped,1725.7,6.19,5.92,8,1352.3,456,88,1.34,91.3,2765.8,0,0,Fastened,No,Yes,3,63.2,No
519,2025-03-19 07:51:00,Morning,Wheel Loader,WLD001,10.3,OP1023,52,21.4,SITE01,"Chennai, TN",16.01234,78.12624,Trenching,2025-03-19 07:51:00,2025-03-19 08:31:18,40.3,Cloudy,29.4,Good,Rocky,2718.1,5.79,8.62,10,1626.9,315.5,11,3.38,90.3,2789.7,2,0,Fastened,No,No,0,100,No
520,2025-03-19 22:46:00,Night,Excavator,EXC003,6,OP1037,22,3.3,SITE06,"Pune, MH",10.57018,77.31782,Trenching,2025-03-19 22:46:00,2025-03-19 23:37:54,51.9,Clear,30.7,Good,Flat,2059.7,4.28,4.95,12,1539,252.7,8,2.08,100.2,2418.7,0,3,Fastened,No,No,4,92.2,Yes
521,2025-03-19 23:49:00,Night,Excavator,EXC002,1.2,OP1018,47,1.9,SITE02,"Coimbatore, TN",14.77571,81.94266,Loading,2025-03-19 23:49:00,2025-03-20 00:38:12,49.2,Clear,27.8,Good,Uneven,1560.3,3.58,4.37,18,1126.8,509.2,49,3.5,85.5,2078.1,1,0,Fastened,Yes,No,0,97.1,No
522,2025-03-20 00:24:00,Night,Motor Grader,MGR002,2.7,OP1006,48,21.5,SITE05,"Hyderabad, TS",8.37754,77.68456,Digging,2025-03-20 00:24:00,2025-03-20 01:33:12,69.2,Cloudy,22.8,Good,Uneven,2978.1,5.13,4.45,10,1340.6,494,2,4.85,91.9,2114,1,1,Unfastened,Yes,No,0,96,Yes
523,2025-03-20 01:07:00,Night,Bulldozer,BDZ003,7.4,OP1030,48,15.2,SITE06,"Pune, MH",10.56739,77.31698,Material Transport,2025-03-20 01:07:00,2025-03-20 02:00:48,53.8,Rain,24.6,Moderate,Uneven,2562.5,6.01,6.7,3,2108.5,343.9,22,3.84,88.8,2622.4,2,1,Fastened,No,No,1,76.8,Yes
524,2025-03-20 08:39:00,Morning,Excavator,EXC001,8.7,OP1001,57,17.1,SITE08,"Vizag, AP",8.69336,75.66356,Material Transport,2025-03-20 08:39:00,2025-03-20 09:47:54,68.9,Clear,31.4,Good,Rocky,2575.9,2.5,2.18,9,1384.2,235.6,10,2.82,91.2,2677.2,1,1,Fastened,No,No,0,100,No
525,2025-03-20 16:06:00,Afternoon,Backhoe Loader,BHL003,11.6,OP1015,56,10,SITE06,"Pune, MH",10.578,77.30631,Grading,2025-03-20 16:06:00,2025-03-20 16:51:12,45.2,Clear,33.4,Good,Flat,1724.7,6.49,8.62,13,1644.2,202.7,29,1.09,93.7,2147.3,0,0,Unfastened,No,No,1,100,No
526,2025-03-20 21:23:00,Afternoon,Bulldozer,BDZ002,6.8,OP1001,57,17.1,SITE08,"Vizag, AP",8.70317,75.66308,Loading,2025-03-20 21:23:00,2025-03-20 22:08:36,45.6,Cloudy,23,Good,Uneven,3130.4,10.4,13.68,2,1967.9,245.6,38,3.37,100.9,2748.6,0,0,Fastened,No,No,0,83.4,No
527,2025-03-20 21:36:00,Afternoon,Wheel Loader,WLD004,8.1,OP1023,52,21.4,SITE04,"Bengaluru, KA",14.70375,75.94167,Material Transport,2025-03-20 21:36:00,2025-03-20 22:32:18,56.3,Cloudy,26.9,Good,Rocky,3419.7,2.61,2.78,8,1774.9,202.6,4,3.12,80.2,2523.2,0,0,Fastened,No,No,5,100,No
528,2025-03-21 04:24:00,Night,Backhoe Loader,BHL001,8.8,OP1006,48,21.5,SITE03,"Vellore, TN",15.62275,79.19002,Leveling,2025-03-21 04:24:00,2025-03-21 05:10:18,46.3,Extreme Heat,43,Good,Uneven,1800.3,7.98,10.34,12,3102.1,403.5,16,3.37,89.2,2641.2,0,1,Fastened,Yes,No,0,100,No
529,2025-03-21 05:37:00,Night,Excavator,EXC005,5.3,OP1015,56,10,SITE03,"Vellore, TN",15.61952,79.18975,Trenching,2025-03-21 05:37:00,2025-03-21 05:42:00,5,Clear,26.1,Good,Uneven,4384,4.52,45.2,9,2211.5,112.7,2,3.39,85.2,2290,0,0,Fastened,Yes,Yes,3,100,No
530,2025-03-21 08:37:00,Morning,Bulldozer,BDZ001,6.1,OP1017,30,12.4,SITE06,"Pune, MH",10.57626,77.31216,Loading,2025-03-21 08:37:00,2025-03-21 09:13:12,36.2,Clear,31.2,Good,Uneven,2554.7,2.71,4.49,8,805.2,362.6,22,2.24,85.1,2670,0,0,Fastened,No,No,2,97,No
531,2025-03-21 10:48:00,Morning,Excavator,EXC003,4.3,OP1031,31,16.5,SITE04,"Bengaluru, KA",14.71162,75.9423,Digging,2025-03-21 10:48:00,2025-03-21 11:39:42,51.7,Clear,35,Good,Flat,4019.9,4.19,4.86,7,1514.9,355.4,3,5.06,85.3,2459.9,0,0,Fastened,No,No,0,100,No
532,2025-03-21 11:08:00,Morning,Wheel Loader,WLD001,8.6,OP1018,47,1.9,SITE04,"Bengaluru, KA",14.70712,75.95776,Leveling,2025-03-21 11:08:00,2025-03-21 11:31:42,23.7,Extreme Heat,39.5,Good,Uneven,2659,1.71,4.33,5,1655.8,433.2,7,4.33,94,2506.1,0,0,Fastened,No,No,1,100,No
533,2025-03-21 12:25:00,Morning,Wheel Loader,WLD002,5.7,OP1001,57,17.1,SITE01,"Chennai, TN",16.02739,78.12285,Trenching,2025-03-21 12:25:00,2025-03-21 13:07:00,42,Clear,34.8,Good,Uneven,2332.7,7.42,10.6,9,996.3,470.1,0,2.77,84.2,2567.5,1,0,Fastened,No,No,0,100,No
534,2025-03-21 13:51:00,Morning,Bulldozer,BDZ001,3.4,OP1031,31,16.5,SITE05,"Hyderabad, TS",8.37544,77.67459,Demolition,2025-03-21 13:51:00,2025-03-21 14:40:00,49,Cloudy,27.7,Good,Sloped,4576.8,6.33,7.75,10,1718.9,336.9,37,3.15,85.7,2079.3,0,0,Fastened,No,No,0,78.5,Yes
535,2025-03-21 15:56:00,Afternoon,Bulldozer,BDZ001,6.4,OP1036,43,4.6,SITE01,"Chennai, TN",16.0294,78.12974,Material Transport,2025-03-21 15:56:00,2025-03-21 16:47:36,51.6,Extreme Heat,42.7,Good,Uneven,2312.9,3.92,4.56,10,2501.9,353.2,3,2.55,83.4,2186.6,0,1,Unfastened,No,No,3,100,No
536,2025-03-21 22:51:00,Night,Bulldozer,BDZ003,15,OP1028,46,1.4,SITE01,"Chennai, TN",16.02693,78.13223,Leveling,2025-03-21 22:51:00,2025-03-22 00:06:48,75.8,Clear,32.3,Good,Rocky,2517.9,7.66,6.06,8,386.9,418.3,11,4.4,93.3,2763.5,1,1,Fastened,No,No,3,100,No
537,2025-03-22 04:55:00,Night,Wheel Loader,WLD003,10.4,OP1020,26,14.1,SITE04,"Bengaluru, KA",14.70583,75.96063,Demolition,2025-03-22 04:55:00,2025-03-22 05:35:42,40.7,Clear,27.2,Good,Flat,3288.6,1.93,2.85,6,1506.6,402,3,1.5,94,2284.5,0,2,Fastened,No,No,0,100,No
538,2025-03-22 06:14:00,Morning,Excavator,EXC001,8.2,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.70925,75.95031,Loading,2025-03-22 06:14:00,2025-03-22 06:31:12,17.2,Cloudy,31.9,Good,Flat,4560.7,8.74,30.49,5,2546.4,288.4,9,2.48,103.7,2267,2,1,Fastened,No,No,1,100,No
539,2025-03-22 10:18:00,Morning,Motor Grader,MGR001,8.4,OP1038,26,10.7,SITE01,"Chennai, TN",16.01694,78.1342,Material Transport,2025-03-22 10:18:00,2025-03-22 11:14:06,56.1,Rain,22,Moderate,Flat,2325.6,4.55,4.87,6,2720.9,301.3,32,2.63,99.6,2426.3,0,0,Fastened,No,No,1,90.4,No
540,2025-03-22 10:40:00,Morning,Motor Grader,MGR001,6.6,OP1008,33,17.4,SITE01,"Chennai, TN",16.0149,78.11662,Material Transport,2025-03-22 10:40:00,2025-03-22 11:38:24,58.4,Clear,34.8,Good,Muddy,3238.2,6.15,6.32,14,2947.9,230.2,2,4.6,90.8,2845.5,0,2,Unfastened,No,No,0,100,No
541,2025-03-22 13:13:00,Morning,Backhoe Loader,BHL001,13,OP1019,45,18.3,SITE01,"Chennai, TN",16.02864,78.13038,Digging,2025-03-22 13:13:00,2025-03-22 14:33:30,80.5,Clear,33.4,Good,Flat,4848.4,6,4.47,9,1543.8,295.9,8,4.21,87.6,2384.9,0,0,Fastened,No,No,0,100,No
542,2025-03-22 13:17:00,Morning,Wheel Loader,WLD004,6.7,OP1022,28,8.1,SITE01,"Chennai, TN",16.0284,78.1303,Grading,2025-03-22 13:17:00,2025-03-22 13:51:42,34.7,Clear,25.9,Good,Muddy,2252.6,3.55,6.14,10,1578.9,162.2,98,2.77,84.4,2097.2,0,0,Fastened,No,No,0,63,No
543,2025-03-22 22:11:00,Night,Motor Grader,MGR002,6.2,OP1010,53,10.2,SITE04,"Bengaluru, KA",14.70926,75.95088,Loading,2025-03-22 22:11:00,2025-03-22 22:16:06,5.1,Cloudy,31.1,Good,Flat,4510,4.99,49.9,10,2316.4,503.9,27,3.27,87.4,2189.3,1,2,Fastened,Yes,No,1,97.7,No
544,2025-03-22 23:44:00,Night,Backhoe Loader,BHL001,5.2,OP1035,40,10.6,SITE03,"Vellore, TN",15.60941,79.20544,Leveling,2025-03-22 23:44:00,2025-03-23 00:37:12,53.2,Clear,28.4,Good,Muddy,2343.6,6.07,6.85,10,1809.7,470.4,5,2.24,97.4,2339,0,1,Fastened,No,No,2,100,No
545,2025-03-23 02:20:00,Night,Wheel Loader,WLD002,1.8,OP1004,53,15.5,SITE03,"Vellore, TN",15.61743,79.19174,Digging,2025-03-23 02:20:00,2025-03-23 03:04:00,44,Cloudy,26.4,Good,Flat,2725.3,5.23,7.13,5,2725.7,57,3,4.37,94.9,1978.5,0,2,Fastened,No,No,0,100,No
546,2025-03-23 05:53:00,Night,Motor Grader,MGR001,11.8,OP1026,51,4.7,SITE02,"Coimbatore, TN",14.77802,81.95143,Grading,2025-03-23 05:53:00,2025-03-23 06:41:24,48.4,Extreme Heat,43,Good,Flat,2927.1,7.35,9.11,8,2265.2,380.8,1,4.49,96.2,2723.4,0,0,Fastened,No,No,0,100,No
547,2025-03-23 10:07:00,Morning,Motor Grader,MGR002,5.5,OP1019,45,18.3,SITE02,"Coimbatore, TN",14.77639,81.94947,Trenching,2025-03-23 10:07:00,2025-03-23 10:52:30,45.5,Clear,34.6,Good,Uneven,3117.5,2.61,3.44,9,1716.7,256.6,20,2.78,101.1,2598,1,0,Fastened,No,No,0,100,No
548,2025-03-23 18:02:00,Afternoon,Wheel Loader,WLD001,8.7,OP1005,45,2.5,SITE02,"Coimbatore, TN",14.78621,81.94737,Loading,2025-03-23 18:02:00,2025-03-23 18:45:36,43.6,Fog,19.3,Poor,Muddy,4559.9,1.03,1.42,12,2211.2,396,2,3.01,84.7,2644.8,0,0,Fastened,No,No,1,100,No
549,2025-03-24 07:11:00,Morning,Excavator,EXC001,2.3,OP1029,39,3.8,SITE03,"Vellore, TN",15.6234,79.19812,Leveling,2025-03-24 07:11:00,2025-03-24 08:54:00,103,Cloudy,29.9,Good,Muddy,1636.2,4.6,2.68,5,2119.3,238.1,2,2.68,85.2,2613.2,1,2,Fastened,Yes,No,0,100,No
550,2025-03-24 19:30:00,Afternoon,Excavator,EXC002,6,OP1005,45,2.5,SITE06,"Pune, MH",10.56562,77.30277,Material Transport,2025-03-24 19:30:00,2025-03-24 20:00:24,30.4,Clear,32.6,Good,Flat,4044.6,4.01,7.91,10,1666.8,283.6,38,3.38,89,2510.3,2,0,Fastened,Yes,No,0,93,No
551,2025-03-24 23:53:00,Night,Bulldozer,BDZ002,13.3,OP1031,31,16.5,SITE07,"Nagpur, MH",18.24505,75.04055,Leveling,2025-03-24 23:53:00,2025-03-25 00:15:00,22,Clear,24.5,Good,Uneven,2610.3,7.51,20.48,12,1209.6,593.6,19,2.94,101.7,2422.2,1,1,Fastened,No,Yes,10,96.9,No
552,2025-03-25 01:28:00,Night,Motor Grader,MGR001,3.2,OP1038,26,10.7,SITE08,"Vizag, AP",8.70387,75.64824,Trenching,2025-03-25 01:28:00,2025-03-25 02:23:06,55.1,Clear,30.1,Good,Uneven,2304,2.96,3.22,10,628.1,390.7,48,2.18,95.1,2239.8,1,0,Fastened,No,No,1,87.2,No
553,2025-03-25 12:05:00,Morning,Wheel Loader,WLD003,3.8,OP1021,53,16.8,SITE08,"Vizag, AP",8.69414,75.64844,Material Transport,2025-03-25 12:05:00,2025-03-25 12:29:30,24.5,Fog,18.3,Poor,Flat,2982.8,4.85,11.88,20,2293.5,156.4,22,2.09,93.2,2291.5,0,0,Fastened,No,No,0,100,No
554,2025-03-25 14:08:00,Afternoon,Excavator,EXC002,1.8,OP1004,53,15.5,SITE06,"Pune, MH",10.58236,77.30829,Trenching,2025-03-25 14:08:00,2025-03-25 14:47:30,39.5,Clear,26,Good,Rocky,4424.4,5.35,8.13,9,2295.8,358.4,3,5.66,90.4,2542.3,1,0,Fastened,No,No,1,100,No
555,2025-03-25 17:46:00,Afternoon,Bulldozer,BDZ003,9.2,OP1008,33,17.4,SITE05,"Hyderabad, TS",8.37604,77.67953,Digging,2025-03-25 17:46:00,2025-03-25 18:29:36,43.6,Cloudy,27.4,Good,Uneven,1686.5,4.51,6.21,2,1503.1,426.2,31,1.73,84.1,2304.3,1,0,Fastened,Yes,No,1,86.1,No
556,2025-03-25 17:58:00,Afternoon,Excavator,EXC003,4.7,OP1037,22,3.3,SITE01,"Chennai, TN",16.01092,78.11467,Loading,2025-03-25 17:58:00,2025-03-25 18:43:12,45.2,Rain,24.8,Moderate,Sloped,4510.6,5.82,7.73,11,686.8,431.6,9,4.15,84.9,2944,0,0,Fastened,No,No,0,100,No
557,2025-03-25 19:58:00,Afternoon,Excavator,EXC004,12.2,OP1012,52,20.4,SITE06,"Pune, MH",10.5817,77.3104,Demolition,2025-03-25 19:58:00,2025-03-25 21:02:48,64.8,Cloudy,23.6,Good,Flat,2614.7,5.25,4.86,16,1767.4,630.5,11,1.56,92.5,1966.9,0,0,Fastened,No,No,0,100,No
558,2025-03-25 21:21:00,Afternoon,Backhoe Loader,BHL001,5.8,OP1023,52,21.4,SITE02,"Coimbatore, TN",14.79249,81.93996,Digging,2025-03-25 21:21:00,2025-03-25 22:00:54,39.9,Clear,30.7,Good,Flat,1641.5,5.84,8.78,6,1435.1,205.2,34,2.46,91.6,2543.7,0,1,Unfastened,No,No,1,89.4,No
559,2025-03-26 17:42:00,Afternoon,Excavator,EXC004,9.4,OP1023,52,21.4,SITE04,"Bengaluru, KA",14.70179,75.95521,Digging,2025-03-26 17:42:00,2025-03-26 18:04:06,22.1,Clear,31.2,Good,Uneven,2064.5,3.77,10.24,8,864.2,475.1,38,3.6,97.9,2169.9,1,1,Unfastened,No,No,0,75.6,Yes
560,2025-03-26 21:27:00,Afternoon,Excavator,EXC001,8.1,OP1013,53,14.3,SITE03,"Vellore, TN",15.61282,79.18657,Grading,2025-03-26 21:27:00,2025-03-26 22:39:48,72.8,Dust Storm,34.8,Poor,Sloped,4185.7,5.31,4.38,5,1508.6,371.7,64,2.97,90.8,2570.2,0,1,Fastened,No,Yes,0,74,No
561,2025-03-26 23:37:00,Night,Backhoe Loader,BHL001,1.3,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.7089,75.94397,Digging,2025-03-26 23:37:00,2025-03-27 00:16:12,39.2,Clear,28.2,Good,Flat,2182.6,4.33,6.63,10,2730.6,721.3,11,4,93.7,2492.6,0,0,Fastened,Yes,No,1,100,No
562,2025-03-27 02:21:00,Night,Motor Grader,MGR002,5.7,OP1002,38,9.9,SITE03,"Vellore, TN",15.62193,79.20156,Trenching,2025-03-27 02:21:00,2025-03-27 02:53:12,32.2,Clear,27.2,Good,Flat,4196.7,5.66,10.55,8,3784.8,184.8,38,3.61,100.4,2831.1,1,1,Fastened,No,No,2,89,No
563,2025-03-27 19:27:00,Afternoon,Wheel Loader,WLD004,4.8,OP1035,40,10.6,SITE04,"Bengaluru, KA",14.71874,75.94958,Grading,2025-03-27 19:27:00,2025-03-27 20:10:06,43.1,Clear,28.3,Good,Muddy,3196.6,4.64,6.46,6,2235.5,655.1,17,2.13,88.5,2321,0,0,Fastened,No,No,0,83.7,Yes
564,2025-03-27 21:26:00,Afternoon,Bulldozer,BDZ001,3.3,OP1021,53,16.8,SITE07,"Nagpur, MH",18.23631,75.04894,Digging,2025-03-27 21:26:00,2025-03-27 22:31:18,65.3,Clear,28.5,Good,Flat,3226.5,0.87,0.8,9,1391.6,238.6,18,2.34,91.2,2438.8,0,2,Fastened,No,No,1,100,No
565,2025-03-28 02:05:00,Night,Backhoe Loader,BHL002,14.5,OP1030,48,15.2,SITE02,"Coimbatore, TN",14.77463,81.95405,Grading,2025-03-28 02:05:00,2025-03-28 02:45:18,40.3,Cloudy,28.6,Good,Muddy,1605.1,4.49,6.68,8,1673.8,306.9,7,2.75,88.2,2618.4,3,0,Fastened,No,No,3,100,No
566,2025-03-28 07:32:00,Morning,Excavator,EXC001,2.8,OP1028,46,1.4,SITE08,"Vizag, AP",8.69583,75.65219,Loading,2025-03-28 07:32:00,2025-03-28 08:45:30,73.5,Cloudy,22.9,Good,Flat,3269.6,4.8,3.92,6,2097.8,682.7,6,2.44,92.6,2518.2,1,0,Fastened,No,No,1,100,No
567,2025-03-28 15:29:00,Afternoon,Backhoe Loader,BHL003,5.4,OP1010,53,10.2,SITE07,"Nagpur, MH",18.2318,75.03193,Leveling,2025-03-28 15:29:00,2025-03-28 16:21:54,52.9,Clear,32.7,Good,Rocky,2277.2,5.5,6.24,5,1962.6,336,5,4.97,98.2,2348.7,0,0,Fastened,No,No,0,100,No
568,2025-03-28 15:59:00,Afternoon,Excavator,EXC003,9.1,OP1026,51,4.7,SITE08,"Vizag, AP",8.70479,75.6584,Trenching,2025-03-28 15:59:00,2025-03-28 16:30:06,31.1,Extreme Heat,45.7,Good,Sloped,3960.6,4.74,9.14,9,2581.3,285.1,6,2.9,92,1904.5,1,0,Fastened,No,No,0,100,No
569,2025-03-28 17:16:00,Afternoon,Excavator,EXC003,7.4,OP1024,21,19.7,SITE03,"Vellore, TN",15.61032,79.19006,Demolition,2025-03-28 17:16:00,2025-03-28 17:52:18,36.3,Extreme Heat,43.5,Good,Sloped,2053.8,4.78,7.9,13,1463.1,507.8,12,2.87,96.5,2380.5,1,2,Unfastened,No,No,1,100,No
570,2025-03-28 22:15:00,Night,Excavator,EXC001,11.3,OP1027,51,10.5,SITE07,"Nagpur, MH",18.24215,75.03585,Trenching,2025-03-28 22:15:00,2025-03-28 22:36:36,21.6,Rain,23.7,Moderate,Flat,1614.9,6.76,18.78,11,1848.6,86.5,9,3.48,94.4,2646.5,0,0,Unfastened,Yes,No,1,92.9,Yes
571,2025-03-28 22:28:00,Night,Wheel Loader,WLD003,7.5,OP1012,52,20.4,SITE05,"Hyderabad, TS",8.37181,77.67606,Grading,2025-03-28 22:28:00,2025-03-28 23:19:48,51.8,Clear,35.4,Good,Flat,3628.6,0.44,0.51,12,1884.3,458.1,13,5.03,89.8,2314.1,1,0,Fastened,No,No,0,100,No
572,2025-03-28 23:26:00,Night,Excavator,EXC002,9.3,OP1020,26,14.1,SITE07,"Nagpur, MH",18.24358,75.03816,Digging,2025-03-28 23:26:00,2025-03-29 00:28:18,62.3,Clear,30.6,Good,Flat,1595.5,3.9,3.76,10,2185.7,238.3,2,2.93,90,2439.1,1,0,Fastened,Yes,No,0,100,No
573,2025-03-29 10:21:00,Morning,Excavator,EXC005,14.6,OP1005,45,2.5,SITE04,"Bengaluru, KA",14.71287,75.9422,Trenching,2025-03-29 10:21:00,2025-03-29 11:14:24,53.4,Cloudy,23.4,Good,Uneven,4331.4,6.35,7.13,9,1360.6,312.1,65,5.3,94.8,2367.2,1,0,Unfastened,No,No,2,61.7,Yes
574,2025-03-29 13:11:00,Morning,Backhoe Loader,BHL003,11.3,OP1029,39,3.8,SITE02,"Coimbatore, TN",14.77682,81.95021,Trenching,2025-03-29 13:11:00,2025-03-29 13:48:00,37,Cloudy,25.6,Good,Rocky,4293,4.85,7.86,9,1822.7,345.7,0,2.16,110.1,2292.5,0,0,Fastened,No,Yes,0,100,No
575,2025-03-29 15:34:00,Afternoon,Bulldozer,BDZ001,14.9,OP1030,48,15.2,SITE05,"Hyderabad, TS",8.37469,77.67718,Demolition,2025-03-29 15:34:00,2025-03-29 15:49:24,15.4,Clear,35.7,Good,Rocky,3957.4,3.93,15.31,8,969.5,91.7,4,5.2,90.5,2546.6,0,0,Fastened,No,No,0,100,No
576,2025-03-29 16:46:00,Afternoon,Excavator,EXC001,1.6,OP1019,45,18.3,SITE03,"Vellore, TN",15.62246,79.19942,Digging,2025-03-29 16:46:00,2025-03-29 17:50:18,64.3,Rain,27,Moderate,Flat,3242.7,5.78,5.39,11,1703.9,420.3,5,3.68,108.9,2820,0,1,Fastened,No,No,1,100,No
577,2025-03-29 18:33:00,Afternoon,Wheel Loader,WLD003,0.6,OP1029,39,3.8,SITE08,"Vizag, AP",8.7067,75.64867,Demolition,2025-03-29 18:33:00,2025-03-29 19:11:00,38,Dust Storm,39.7,Poor,Flat,2422.4,5.68,8.97,11,1688.4,189.6,53,1.86,95.5,2358.7,0,0,Fastened,No,No,0,71.7,Yes
578,2025-03-30 00:37:00,Night,Excavator,EXC002,12.8,OP1010,53,10.2,SITE07,"Nagpur, MH",18.23799,75.04297,Loading,2025-03-30 00:37:00,2025-03-30 01:41:12,64.2,Rain,20.6,Moderate,Flat,4413.9,6.59,6.16,10,1580.6,376.5,25,3.49,102.5,2387.1,0,0,Unfastened,No,No,0,99.5,No
579,2025-03-30 04:12:00,Night,Bulldozer,BDZ002,14.7,OP1023,52,21.4,SITE02,"Coimbatore, TN",14.77417,81.94812,Digging,2025-03-30 04:12:00,2025-03-30 04:48:36,36.6,Extreme Heat,43.9,Good,Uneven,3808.1,5.38,8.82,7,1150.4,409.1,17,2.78,86.2,2759.9,0,0,Unfastened,No,No,0,84.9,Yes
